Scale,county,species,mean_birds,Rank,%,check
Special request,North West GOR,Bullfinch,0.231,21,10.87,0
Special request,North West GOR,Nuthatch,0.193,22,13.33,0
Special request,North West GOR,Tree sparrow,0.19,23,4.28,0
Special request,North West GOR,Song Thrush,0.182,24,13.97,0
Special request,North West GOR,Great spotted woodpecker,0.156,25,12.75,0
Special request,North West GOR,Pheasant,0.145,26,6.51,0
Special request,North West GOR,Black headed gull,0.12,27,2.5,0
Special request,North West GOR,Jay,0.098,28,6.86,0
Special request,North West GOR,Rook,0.093,29,2.3,0
Special request,North West GOR,Siskin,0.068,30,2.87,0
Special request,North West GOR,Redwing,0.063,31,1.62,0
Special request,North West GOR,Sparrowhawk,0.061,32,5.91,0
Special request,North West GOR,Mallard,0.057,33,1.36,0
Special request,North West GOR,Fieldfare,0.055,34,1.17,0
Special request,North West GOR,Redpoll,0.049,35,1.77,0
Special request,North West GOR,Blackcap,0.045,36,3.58,0
Special request,North West GOR,Pied wagtail,0.045,37,3,0
Special request,North West GOR,Herring gull,0.031,38,1.03,0
Special request,North West GOR,Reed bunting,0.029,39,1.35,0
Special request,North West GOR,Buzzard,0.027,40,1.78,0
Special request,North West GOR,Treecreeper,0.026,41,2.38,0
Special request,North West GOR,Mistle thrush,0.026,42,2.07,0
Special request,North West GOR,Red Kite,0.024,43,1.18,0
Special request,North West GOR,Grey heron,0.023,44,2.2,0
Special request,North West GOR,Moorhen,0.023,45,1.1,0
Special request,North West GOR,Goldcrest,0.021,46,1.81,0
Special request,North West GOR,Yellowhammer,0.016,47,0.73,0
Special request,North West GOR,Stock dove,0.013,48,0.7,0
Special request,North West GOR,Grey wagtail,0.013,49,1.1,0
Special request,North West GOR,Lesser spotted woodpecker,0.012,50,1.04,0
Special request,North West GOR,Kestrel,0.012,51,1.24,1
Special request,North West GOR,Marsh tit,0.011,52,0.76,0
Special request,North West GOR,Brambling,0.011,53,0.69,0
Special request,North West GOR,Willow tit,0.006,54,0.46,0
Special request,North West GOR,Red legged partridge,0.005,55,0.25,0
Special request,North West GOR,Linnet,0.004,56,0.32,0
Special request,North West GOR,Chiffchaff,0.004,57,0.38,0
Special request,North West GOR,Green woodpecker,0.004,58,0.35,0
Special request,North West GOR,Raven,0.004,59,0.33,0
Special request,North West GOR,Barn owl,0.002,60,0.29,1
Special request,North West GOR,Tawny owl,0.002,61,0.24,1
Special request,North West GOR,Ring necked parakeet,0.002,62,0.1,0
Special request,North West GOR,Lesser black backed gull,0.001,63,0.19,1
Special request,North West GOR,Grey partridge,0.001,64,0.1,1
Special request,North West GOR,Great black backed gull,0.001,65,0.16,1
Special request,North West GOR,Little owl,0.001,66,0.08,1
Special request,North West GOR,Black redstart,0,67,0.03,0
Special request,North West GOR,Waxwing,0,68,0.07,1
Special request,North West GOR,Corn bunting,0,69,0.05,1
Special request,North West GOR,Lapwing,0,70,0.1,1
Special request,North West GOR,Meadow pipit,0,71,0.02,1
Special request,North West GOR,Skylark,0,72,0.01,1
Special request,North West GOR,Hooded crow,0,73,0,
Special request,Reading,Blue Tit,2.555,1,85.02,0
Special request,Reading,Woodpigeon,2.302,2,77.2,0
Special request,Reading,House Sparrow,2.169,3,38.6,0
Special request,Reading,Blackbird,1.92,4,83.22,0
Special request,Reading,Starling,1.539,5,29.8,0
Special request,Reading,Robin,1.393,6,86.32,0
Special request,Reading,Goldfinch,1.372,7,35.67,0
Special request,Reading,Great Tit,1.321,8,60.59,0
Special request,Reading,Magpie,1.011,9,54.07,0
Special request,Reading,Chaffinch,1.011,10,37.3,0
Special request,Reading,Collared Dove,0.956,11,45.11,0
Special request,Reading,Dunnock,0.876,12,46.91,0
Special request,Reading,Long tailed tit,0.766,13,27.04,0
Special request,Reading,Feral pigeon,0.757,14,23.38,0
Special request,Reading,Greenfinch,0.637,15,22.31,0
Special request,Reading,Redwing,0.463,16,12.77,0
Special request,Reading,Carrion crow,0.379,17,18.83,0
Special request,Reading,Coal Tit,0.358,18,23.45,0
Special request,Reading,Jackdaw,0.292,19,8.87,0
Special request,Reading,Common gull,0.281,20,5.84,0
Special request,Reading,Wren,0.241,21,21.65,0
Special request,Reading,Jay,0.203,22,15.15,0
Special request,Reading,Fieldfare,0.175,23,4.55,0
Special request,Reading,Song Thrush,0.175,23,12.99,0
Special request,Reading,Nuthatch,0.152,25,10.82,0
Special request,Reading,Great spotted woodpecker,0.148,26,13.42,0
Special request,Reading,Black headed gull,0.128,27,2.6,0
Special request,Reading,Blackcap,0.126,28,10.39,0
Special request,Reading,Bullfinch,0.104,29,5.19,0
Special request,Reading,Rook,0.069,30,1.95,0
Special request,Reading,Green woodpecker,0.067,31,5.63,0
Special request,Reading,Pied wagtail,0.052,32,4.33,0
Special request,Reading,Mallard,0.041,33,0.87,0
Special request,Reading,Reed bunting,0.03,34,1.73,0
Special request,Reading,Redpoll,0.028,35,0.65,0
Special request,Reading,Mistle thrush,0.024,36,1.73,0
Special request,Reading,Stock dove,0.024,36,1.52,0
Special request,Reading,Grey wagtail,0.024,38,1.73,0
Special request,Reading,Pheasant,0.024,38,2.16,0
Special request,Reading,Herring gull,0.019,40,0.65,0
Special request,Reading,Red Kite,0.019,40,1.52,0
Special request,Reading,Goldcrest,0.017,42,1.52,0
Special request,Reading,Grey heron,0.017,42,1.73,0
Special request,Reading,Moorhen,0.015,44,0.87,0
Special request,Reading,Sparrowhawk,0.015,44,1.52,0
Special request,Reading,Siskin,0.009,46,0.43,0
Special request,Reading,Treecreeper,0.009,46,0.87,0
Special request,Reading,Buzzard,0.006,48,0.43,0
Special request,Reading,Yellowhammer,0.006,48,0.22,0
Special request,Reading,Kestrel,0.004,50,0.43,0
Special request,Reading,Lesser spotted woodpecker,0.004,50,0.22,0
Special request,Reading,Little owl,0.002,52,0.22,0
Special request,Reading,Raven,0.002,52,0.22,0
Special request,Reading,Tawny owl,0.002,52,0.22,0
Special request,Reading,Barn owl,0,55,0,
Special request,Reading,Black redstart,0,55,0.22,
Special request,Reading,Brambling,0,55,0,
Special request,Reading,Chiffchaff,0,55,0,
Special request,Reading,Corn bunting,0,55,0,
Special request,Reading,Great black backed gull,0,55,0,
Special request,Reading,Grey partridge,0,55,0,
Special request,Reading,Hooded crow,0,55,0,
Special request,Reading,Lapwing,0,55,0,
Special request,Reading,Lesser black backed gull,0,55,0,
Special request,Reading,Linnet,0,55,0,
Special request,Reading,Marsh tit,0,55,0,
Special request,Reading,Meadow pipit,0,55,0,
Special request,Reading,Red legged partridge,0,55,0,
Special request,Reading,Ring necked parakeet,0,55,0,
Special request,Reading,Skylark,0,55,0,
Special request,Reading,Tree sparrow,0,55,0,
Special request,Reading,Waxwing,0,55,0,
Special request,Reading,Willow tit,0,55,0,
Special request,Redbridge,Starling,4.257,1,54.02,0
Special request,Redbridge,House Sparrow,2.928,2,47.19,0
Special request,Redbridge,Blue Tit,2.338,3,79.12,0
Special request,Redbridge,Woodpigeon,1.996,4,71.69,0
Special request,Redbridge,Feral pigeon,1.426,5,38.32,0
Special request,Redbridge,Magpie,1.294,6,62.85,0
Special request,Redbridge,Blackbird,1.285,7,69.48,0
Special request,Redbridge,Great Tit,1.264,8,53.41,0
Special request,Redbridge,Robin,1.231,9,81.53,0
Special request,Redbridge,Collared Dove,0.96,10,42.97,0
Special request,Redbridge,Goldfinch,0.775,11,19.88,0
Special request,Redbridge,Carrion crow,0.634,12,27.73,0
Special request,Redbridge,Chaffinch,0.49,13,21.08,0
Special request,Redbridge,Dunnock,0.458,14,28.11,0
Special request,Redbridge,Greenfinch,0.333,15,9.44,0
Special request,Redbridge,Coal Tit,0.301,16,12.25,0
Special request,Redbridge,Long tailed tit,0.293,17,13.86,0
Special request,Redbridge,Redwing,0.259,18,4.05,0
Special request,Redbridge,Wren,0.244,19,21.5,0
Special request,Redbridge,Black headed gull,0.194,20,2.8,0
Special request,Redbridge,Jackdaw,0.19,21,7.79,0
Special request,Redbridge,Common gull,0.175,22,4.98,0
Special request,Redbridge,Great spotted woodpecker,0.122,23,10.9,0
Special request,Redbridge,Ring necked parakeet,0.122,23,4.98,0
Special request,Redbridge,Fieldfare,0.118,25,1.87,0
Special request,Redbridge,Song Thrush,0.112,26,6.23,0
Special request,Redbridge,Jay,0.09,27,6.23,0
Special request,Redbridge,Green woodpecker,0.034,28,3.12,0
Special request,Redbridge,Red Kite,0.028,29,1.25,0
Special request,Redbridge,Goldcrest,0.025,30,1.87,0
Special request,Redbridge,Pied wagtail,0.025,30,0.93,0
Special request,Redbridge,Grey heron,0.022,32,2.18,0
Special request,Redbridge,Redpoll,0.019,33,0.31,0
Special request,Redbridge,Siskin,0.019,33,0.62,0
Special request,Redbridge,Lesser spotted woodpecker,0.016,35,1.56,0
Special request,Redbridge,Sparrowhawk,0.016,35,1.56,0
Special request,Redbridge,Rook,0.012,37,0.31,0
Special request,Redbridge,Bullfinch,0.009,38,0.62,0
Special request,Redbridge,Herring gull,0.009,38,0.62,0
Special request,Redbridge,Marsh tit,0.009,38,0.62,0
Special request,Redbridge,Chiffchaff,0.006,41,0.62,0
Special request,Redbridge,Blackcap,0.006,41,0.93,1
Special request,Redbridge,Kestrel,0.006,43,0.62,0
Special request,Redbridge,Nuthatch,0.006,43,0.62,0
Special request,Redbridge,Stock dove,0.006,43,0.31,0
Special request,Redbridge,Mistle thrush,0.003,46,0.93,1
Special request,Redbridge,Buzzard,0.003,47,0.31,0
Special request,Redbridge,Grey wagtail,0.003,47,0.31,0
Special request,Redbridge,Lesser black backed gull,0.003,47,0.31,0
Special request,Redbridge,Linnet,0.003,47,0.31,0
Special request,Redbridge,Pheasant,0.003,47,0.31,0
Special request,Redbridge,Barn owl,0,52,0,
Special request,Redbridge,Black redstart,0,52,0,
Special request,Redbridge,Brambling,0,52,0,
Special request,Redbridge,Corn bunting,0,52,0,
Special request,Redbridge,Great black backed gull,0,52,0,
Special request,Redbridge,Grey partridge,0,52,0,
Special request,Redbridge,Hooded crow,0,52,0,
Special request,Redbridge,Lapwing,0,52,0,
Special request,Redbridge,Little owl,0,52,0,
Special request,Redbridge,Mallard,0,52,0,
Special request,Redbridge,Meadow pipit,0,52,0,
Special request,Redbridge,Moorhen,0,52,0,
Special request,Redbridge,Raven,0,52,0,
Special request,Redbridge,Red legged partridge,0,52,0,
Special request,Redbridge,Reed bunting,0,52,0,
Special request,Redbridge,Skylark,0,52,0,
Special request,Redbridge,Tawny owl,0,52,0,
Special request,Redbridge,Tree sparrow,0,52,0,
Special request,Redbridge,Treecreeper,0,52,0,
Special request,Redbridge,Waxwing,0,52,0,
Special request,Redbridge,Willow tit,0,52,0,
Special request,Redbridge,Yellowhammer,0,52,0,
Special request,Richmond upon Thames,Starling,2.343,1,43.91,0
Special request,Richmond upon Thames,Blue Tit,2.238,2,80.75,0
Special request,Richmond upon Thames,Woodpigeon,1.875,3,69.53,0
Special request,Richmond upon Thames,House Sparrow,1.759,4,31.02,0
Special request,Richmond upon Thames,Ring necked parakeet,1.5,5,47.16,0
Special request,Richmond upon Thames,Feral pigeon,1.408,6,35.41,0
Special request,Richmond upon Thames,Great Tit,1.36,7,61.08,0
Special request,Richmond upon Thames,Robin,1.341,8,85.18,0
Special request,Richmond upon Thames,Blackbird,1.277,9,71.47,0
Special request,Richmond upon Thames,Goldfinch,1.206,10,31.99,0
Special request,Richmond upon Thames,Magpie,0.985,11,51.25,0
Special request,Richmond upon Thames,Carrion crow,0.738,12,26.61,0
Special request,Richmond upon Thames,Collared Dove,0.693,13,31.86,0
Special request,Richmond upon Thames,Long tailed tit,0.582,14,24.24,0
Special request,Richmond upon Thames,Dunnock,0.486,15,31.58,0
Special request,Richmond upon Thames,Coal Tit,0.422,16,24.79,0
Special request,Richmond upon Thames,Chaffinch,0.395,17,17.87,0
Special request,Richmond upon Thames,Greenfinch,0.371,18,13.43,0
Special request,Richmond upon Thames,Jackdaw,0.371,19,12.11,0
Special request,Richmond upon Thames,Wren,0.222,20,18.9,0
Special request,Richmond upon Thames,Jay,0.206,21,15.6,0
Special request,Richmond upon Thames,Redwing,0.156,22,4.4,0
Special request,Richmond upon Thames,Common gull,0.145,23,4.4,0
Special request,Richmond upon Thames,Black headed gull,0.139,24,2.94,0
Special request,Richmond upon Thames,Great spotted woodpecker,0.138,25,12.11,0
Special request,Richmond upon Thames,Song Thrush,0.081,26,5.32,0
Special request,Richmond upon Thames,Siskin,0.068,27,2.02,0
Special request,Richmond upon Thames,Mallard,0.05,28,1.28,0
Special request,Richmond upon Thames,Rook,0.046,29,0.73,0
Special request,Richmond upon Thames,Nuthatch,0.044,30,3.67,0
Special request,Richmond upon Thames,Grey heron,0.031,31,2.94,0
Special request,Richmond upon Thames,Tree sparrow,0.031,31,0.73,0
Special request,Richmond upon Thames,Green woodpecker,0.029,33,2.94,0
Special request,Richmond upon Thames,Red Kite,0.028,34,1.47,0
Special request,Richmond upon Thames,Blackcap,0.026,35,1.83,0
Special request,Richmond upon Thames,Herring gull,0.024,36,0.73,0
Special request,Richmond upon Thames,Moorhen,0.024,36,0.92,0
Special request,Richmond upon Thames,Redpoll,0.024,36,0.92,0
Special request,Richmond upon Thames,Lesser spotted woodpecker,0.017,39,1.28,0
Special request,Richmond upon Thames,Goldcrest,0.015,40,1.28,0
Special request,Richmond upon Thames,Pied wagtail,0.015,40,0.73,0
Special request,Richmond upon Thames,Fieldfare,0.013,42,0.18,0
Special request,Richmond upon Thames,Stock dove,0.011,43,0.92,0
Special request,Richmond upon Thames,Grey wagtail,0.009,44,0.92,0
Special request,Richmond upon Thames,Reed bunting,0.007,45,0.37,0
Special request,Richmond upon Thames,Sparrowhawk,0.007,45,0.73,0
Special request,Richmond upon Thames,Brambling,0.006,47,0.18,0
Special request,Richmond upon Thames,Linnet,0.006,47,0.37,0
Special request,Richmond upon Thames,Bullfinch,0.004,49,0.37,0
Special request,Richmond upon Thames,Kestrel,0.004,49,0.37,0
Special request,Richmond upon Thames,Mistle thrush,0.004,49,0.37,0
Special request,Richmond upon Thames,Treecreeper,0.004,49,0.37,0
Special request,Richmond upon Thames,Pheasant,0.002,53,0.18,0
Special request,Richmond upon Thames,Barn owl,0,54,0,
Special request,Richmond upon Thames,Black redstart,0,54,0,
Special request,Richmond upon Thames,Buzzard,0,54,0,
Special request,Richmond upon Thames,Chiffchaff,0,54,0,
Special request,Richmond upon Thames,Corn bunting,0,54,0,
Special request,Richmond upon Thames,Great black backed gull,0,54,0,
Special request,Richmond upon Thames,Grey partridge,0,54,0,
Special request,Richmond upon Thames,Hooded crow,0,54,0,
Special request,Richmond upon Thames,Lapwing,0,54,0.18,
Special request,Richmond upon Thames,Lesser black backed gull,0,54,0,
Special request,Richmond upon Thames,Little owl,0,54,0,
Special request,Richmond upon Thames,Marsh tit,0,54,0,
Special request,Richmond upon Thames,Meadow pipit,0,54,0,
Special request,Richmond upon Thames,Raven,0,54,0,
Special request,Richmond upon Thames,Red legged partridge,0,54,0,
Special request,Richmond upon Thames,Skylark,0,54,0,
Special request,Richmond upon Thames,Tawny owl,0,54,0,
Special request,Richmond upon Thames,Waxwing,0,54,0,
Special request,Richmond upon Thames,Willow tit,0,54,0.18,
Special request,Richmond upon Thames,Yellowhammer,0,54,0,
Special request,Southampton,House Sparrow,4.301,1,55.83,0
Special request,Southampton,Blue Tit,2.544,2,81.44,0
Special request,Southampton,Woodpigeon,2.332,3,75.25,0
Special request,Southampton,Blackbird,2.001,4,88.35,0
Special request,Southampton,Starling,1.809,5,29.35,0
Special request,Southampton,Goldfinch,1.758,6,36.83,0
Special request,Southampton,Robin,1.377,7,84.32,0
Special request,Southampton,Great Tit,1.317,8,58.27,0
Special request,Southampton,Collared Dove,1.006,9,44.89,0
Special request,Southampton,Magpie,0.955,10,51.37,0
Special request,Southampton,Feral pigeon,0.892,11,24.03,0
Special request,Southampton,Dunnock,0.711,12,38.27,0
Special request,Southampton,Long tailed tit,0.65,13,22.73,0
Special request,Southampton,Greenfinch,0.596,14,19.28,0
Special request,Southampton,Coal Tit,0.563,15,30.5,0
Special request,Southampton,Carrion crow,0.448,16,21.59,0
Special request,Southampton,Chaffinch,0.447,17,18.85,0
Special request,Southampton,Wren,0.279,18,24.24,0
Special request,Southampton,Nuthatch,0.24,19,15.68,0
Special request,Southampton,Jackdaw,0.22,20,5.5,0
Special request,Southampton,Common gull,0.159,21,4.07,0
Special request,Southampton,Blackcap,0.141,22,10.18,0
Special request,Southampton,Redwing,0.138,23,3.87,0
Special request,Southampton,Song Thrush,0.132,24,10.79,0
Special request,Southampton,Great spotted woodpecker,0.128,25,10.79,0
Special request,Southampton,Black headed gull,0.112,26,2.04,0
Special request,Southampton,Jay,0.079,27,5.7,0
Special request,Southampton,Pied wagtail,0.069,28,4.89,0
Special request,Southampton,Bullfinch,0.067,29,3.05,0
Special request,Southampton,Herring gull,0.061,30,2.44,0
Special request,Southampton,Goldcrest,0.053,31,4.07,0
Special request,Southampton,Tree sparrow,0.049,32,1.22,0
Special request,Southampton,Green woodpecker,0.035,33,3.46,0
Special request,Southampton,Siskin,0.035,33,1.83,0
Special request,Southampton,Sparrowhawk,0.031,35,3.05,0
Special request,Southampton,Red Kite,0.018,36,1.02,0
Special request,Southampton,Grey wagtail,0.016,37,1.43,0
Special request,Southampton,Lesser spotted woodpecker,0.014,38,1.22,0
Special request,Southampton,Mallard,0.012,39,0.61,0
Special request,Southampton,Buzzard,0.01,40,0.61,0
Special request,Southampton,Treecreeper,0.01,40,1.02,0
Special request,Southampton,Mistle thrush,0.008,42,0.61,0
Special request,Southampton,Fieldfare,0.006,43,0.2,0
Special request,Southampton,Marsh tit,0.006,43,0.41,0
Special request,Southampton,Rook,0.006,43,0.41,0
Special request,Southampton,Stock dove,0.006,43,0.61,0
Special request,Southampton,Kestrel,0.004,47,0.61,1
Special request,Southampton,Brambling,0.004,48,0.2,0
Special request,Southampton,Moorhen,0.004,48,0.41,0
Special request,Southampton,Tawny owl,0.002,50,0.41,1
Special request,Southampton,Great black backed gull,0.002,51,0.2,0
Special request,Southampton,Grey heron,0.002,51,0.2,0
Special request,Southampton,Ring necked parakeet,0.002,51,0.2,0
Special request,Southampton,Barn owl,0,54,0,
Special request,Southampton,Black redstart,0,54,0,
Special request,Southampton,Chiffchaff,0,54,0,
Special request,Southampton,Corn bunting,0,54,0,
Special request,Southampton,Grey partridge,0,54,0,
Special request,Southampton,Hooded crow,0,54,0,
Special request,Southampton,Lapwing,0,54,0,
Special request,Southampton,Lesser black backed gull,0,54,0.2,
Special request,Southampton,Linnet,0,54,0,
Special request,Southampton,Little owl,0,54,0,
Special request,Southampton,Meadow pipit,0,54,0,
Special request,Southampton,Pheasant,0,54,0,
Special request,Southampton,Raven,0,54,0,
Special request,Southampton,Red legged partridge,0,54,0,
Special request,Southampton,Redpoll,0,54,0,
Special request,Southampton,Reed bunting,0,54,0,
Special request,Southampton,Skylark,0,54,0,
Special request,Southampton,Waxwing,0,54,0,
Special request,Southampton,Willow tit,0,54,0,
Special request,Southampton,Yellowhammer,0,54,0,
Special request,Southwark,Blue Tit,2.429,1,82.18,0
Special request,Southwark,Woodpigeon,2.047,2,63.27,0
Special request,Southwark,House Sparrow,2.015,3,38.55,0
Special request,Southwark,Feral pigeon,1.683,4,41.63,0
Special request,Southwark,Great Tit,1.68,5,70.55,0
Special request,Southwark,Blackbird,1.593,6,76.36,0
Special request,Southwark,Starling,1.335,7,28.73,0
Special request,Southwark,Goldfinch,1.138,8,28.36,0
Special request,Southwark,Robin,1.106,9,79.64,0
Special request,Southwark,Magpie,0.88,10,44.73,0
Special request,Southwark,Coal Tit,0.52,11,26.55,0
Special request,Southwark,Carrion crow,0.486,12,25.84,0
Special request,Southwark,Ring necked parakeet,0.486,12,18.66,0
Special request,Southwark,Long tailed tit,0.455,14,17.82,0
Special request,Southwark,Greenfinch,0.436,15,16.73,0
Special request,Southwark,Chaffinch,0.422,16,18.18,0
Special request,Southwark,Dunnock,0.36,17,25.45,0
Special request,Southwark,Wren,0.282,18,26.32,0
Special request,Southwark,Common gull,0.239,19,4.78,0
Special request,Southwark,Black headed gull,0.234,20,2.87,0
Special request,Southwark,Jay,0.206,21,13.4,0
Special request,Southwark,Collared Dove,0.196,22,9.09,0
Special request,Southwark,Great spotted woodpecker,0.144,23,10.05,0
Special request,Southwark,Mallard,0.139,24,1.44,0
Special request,Southwark,Redwing,0.096,25,0.96,0
Special request,Southwark,Song Thrush,0.077,26,5.26,0
Special request,Southwark,Nuthatch,0.072,27,5.74,0
Special request,Southwark,Red Kite,0.067,28,3.35,0
Special request,Southwark,Jackdaw,0.057,29,1.91,0
Special request,Southwark,Tree sparrow,0.043,30,1.44,0
Special request,Southwark,Herring gull,0.038,31,0.96,0
Special request,Southwark,Siskin,0.038,31,1.91,0
Special request,Southwark,Moorhen,0.033,33,0.96,0
Special request,Southwark,Pied wagtail,0.024,34,1.91,0
Special request,Southwark,Goldcrest,0.019,35,1.91,0
Special request,Southwark,Stock dove,0.019,35,0.96,0
Special request,Southwark,Green woodpecker,0.014,37,1.44,0
Special request,Southwark,Blackcap,0.01,38,0.96,0
Special request,Southwark,Fieldfare,0.01,38,0.48,0
Special request,Southwark,Marsh tit,0.01,38,0.48,0
Special request,Southwark,Pheasant,0.01,38,0.48,0
Special request,Southwark,Redpoll,0.01,38,0.48,0
Special request,Southwark,Sparrowhawk,0.01,38,0.96,0
Special request,Southwark,Treecreeper,0.01,38,0.48,0
Special request,Southwark,Great black backed gull,0.005,45,0.96,1
Special request,Southwark,Bullfinch,0.005,46,0.48,0
Special request,Southwark,Grey heron,0.005,46,0.48,0
Special request,Southwark,Lesser spotted woodpecker,0.005,46,0.48,0
Special request,Southwark,Mistle thrush,0.005,46,0.48,0
Special request,Southwark,Tawny owl,0.005,46,0.48,0
Special request,Southwark,Barn owl,0,51,0,
Special request,Southwark,Black redstart,0,51,0,
Special request,Southwark,Brambling,0,51,0,
Special request,Southwark,Buzzard,0,51,0,
Special request,Southwark,Chiffchaff,0,51,0,
Special request,Southwark,Corn bunting,0,51,0,
Special request,Southwark,Grey partridge,0,51,0,
Special request,Southwark,Grey wagtail,0,51,0,
Special request,Southwark,Hooded crow,0,51,0,
Special request,Southwark,Kestrel,0,51,0,
Special request,Southwark,Lapwing,0,51,0,
Special request,Southwark,Lesser black backed gull,0,51,0,
Special request,Southwark,Linnet,0,51,0,
Special request,Southwark,Little owl,0,51,0,
Special request,Southwark,Meadow pipit,0,51,0,
Special request,Southwark,Raven,0,51,0,
Special request,Southwark,Red legged partridge,0,51,0,
Special request,Southwark,Reed bunting,0,51,0,
Special request,Southwark,Rook,0,51,0,
Special request,Southwark,Skylark,0,51,0,
Special request,Southwark,Waxwing,0,51,0,
Special request,Southwark,Willow tit,0,51,0,
Special request,Southwark,Yellowhammer,0,51,0,
Special request,Sutton,House Sparrow,3.013,1,48.54,0
Special request,Sutton,Starling,2.568,2,43.51,0
Special request,Sutton,Woodpigeon,2.536,3,72.89,0
Special request,Sutton,Blue Tit,2.369,4,80.84,0
Special request,Sutton,Feral pigeon,1.794,5,39.82,0
Special request,Sutton,Magpie,1.362,6,60.23,0
Special request,Sutton,Robin,1.307,7,82.95,0
Special request,Sutton,Blackbird,1.271,8,68.18,0
Special request,Sutton,Great Tit,1.089,9,52.92,0
Special request,Sutton,Goldfinch,1.052,10,25.49,0
Special request,Sutton,Collared Dove,1.026,11,45.13,0
Special request,Sutton,Ring necked parakeet,1,12,33.18,0
Special request,Sutton,Carrion crow,0.934,13,37.76,0
Special request,Sutton,Dunnock,0.55,14,31.01,0
Special request,Sutton,Greenfinch,0.529,15,19.97,0
Special request,Sutton,Coal Tit,0.518,16,28.73,0
Special request,Sutton,Chaffinch,0.464,17,19.64,0
Special request,Sutton,Long tailed tit,0.463,18,16.88,0
Special request,Sutton,Common gull,0.349,19,5.72,0
Special request,Sutton,Jay,0.259,20,17.85,0
Special request,Sutton,Wren,0.213,21,18.54,0
Special request,Sutton,Redwing,0.206,22,5.26,0
Special request,Sutton,Black headed gull,0.177,23,2.97,0
Special request,Sutton,Song Thrush,0.128,24,9.15,0
Special request,Sutton,Great spotted woodpecker,0.124,25,10.98,0
Special request,Sutton,Jackdaw,0.078,26,3.66,0
Special request,Sutton,Tree sparrow,0.062,27,2.06,0
Special request,Sutton,Fieldfare,0.053,28,1.14,0
Special request,Sutton,Green woodpecker,0.041,29,3.89,0
Special request,Sutton,Herring gull,0.039,30,0.69,0
Special request,Sutton,Red Kite,0.039,30,2.52,0
Special request,Sutton,Grey heron,0.034,32,3.2,0
Special request,Sutton,Redpoll,0.032,33,0.92,0
Special request,Sutton,Mallard,0.03,34,0.23,0
Special request,Sutton,Blackcap,0.027,35,2.75,0
Special request,Sutton,Nuthatch,0.027,35,2.06,0
Special request,Sutton,Pied wagtail,0.027,35,2.06,0
Special request,Sutton,Goldcrest,0.025,38,1.83,0
Special request,Sutton,Sparrowhawk,0.021,39,2.06,0
Special request,Sutton,Rook,0.018,40,0.69,0
Special request,Sutton,Lesser spotted woodpecker,0.016,41,1.37,0
Special request,Sutton,Stock dove,0.014,42,0.92,0
Special request,Sutton,Siskin,0.011,43,0.46,0
Special request,Sutton,Grey wagtail,0.009,44,0.69,0
Special request,Sutton,Brambling,0.007,45,0.46,0
Special request,Sutton,Linnet,0.005,46,0.23,0
Special request,Sutton,Moorhen,0.005,46,0.23,0
Special request,Sutton,Pheasant,0.005,46,0.23,0
Special request,Sutton,Raven,0.005,46,0.46,0
Special request,Sutton,Yellowhammer,0.005,46,0.46,0
Special request,Sutton,Mistle thrush,0.002,51,0.46,1
Special request,Sutton,Bullfinch,0.002,52,0.23,0
Special request,Sutton,Lesser black backed gull,0.002,52,0.23,0
Special request,Sutton,Treecreeper,0.002,52,0.23,0
Special request,Sutton,Barn owl,0,55,0,
Special request,Sutton,Black redstart,0,55,0,
Special request,Sutton,Buzzard,0,55,0,
Special request,Sutton,Chiffchaff,0,55,0,
Special request,Sutton,Corn bunting,0,55,0,
Special request,Sutton,Great black backed gull,0,55,0,
Special request,Sutton,Grey partridge,0,55,0,
Special request,Sutton,Hooded crow,0,55,0,
Special request,Sutton,Kestrel,0,55,0,
Special request,Sutton,Lapwing,0,55,0,
Special request,Sutton,Little owl,0,55,0,
Special request,Sutton,Marsh tit,0,55,0,
Special request,Sutton,Meadow pipit,0,55,0,
Special request,Sutton,Red legged partridge,0,55,0,
Special request,Sutton,Reed bunting,0,55,0,
Special request,Sutton,Skylark,0,55,0,
Special request,Sutton,Tawny owl,0,55,0,
Special request,Sutton,Waxwing,0,55,0,
Special request,Sutton,Willow tit,0,55,0,
Special request,Tower Hamlets,Feral pigeon,2.716,1,44.93,0
Special request,Tower Hamlets,House Sparrow,2.429,2,37.36,0
Special request,Tower Hamlets,Blue Tit,2.385,3,80.22,0
Special request,Tower Hamlets,Goldfinch,2.099,4,29.67,0
Special request,Tower Hamlets,Blackbird,1.791,5,76.92,0
Special request,Tower Hamlets,Starling,1.769,6,36.26,0
Special request,Tower Hamlets,Woodpigeon,1.604,7,63.74,0
Special request,Tower Hamlets,Great Tit,1.593,8,59.34,0
Special request,Tower Hamlets,Robin,1.077,9,68.13,0
Special request,Tower Hamlets,Magpie,0.934,10,45.05,0
Special request,Tower Hamlets,Common gull,0.725,11,5.8,0
Special request,Tower Hamlets,Chaffinch,0.593,12,21.98,0
Special request,Tower Hamlets,Carrion crow,0.551,13,20.29,0
Special request,Tower Hamlets,Greenfinch,0.549,14,19.78,0
Special request,Tower Hamlets,Dunnock,0.385,15,19.78,0
Special request,Tower Hamlets,Wren,0.275,16,26.09,0
Special request,Tower Hamlets,Herring gull,0.232,17,5.8,0
Special request,Tower Hamlets,Mallard,0.203,18,2.9,0
