2014,county,species,mean_birds,rank_birds,% gardens,
SERO,Hampshire,Wren,0.15,21,13.19,
SERO,Hampshire,Great spotted woodpecker,0.147,22,12.04,
SERO,Hampshire,Siskin,0.105,23,3.14,
SERO,Hampshire,Bullfinch,0.093,24,4.31,
SERO,Hampshire,Blackcap,0.071,25,5.75,
SERO,Hampshire,Rook,0.07,26,1.94,
SERO,Hampshire,Pheasant,0.067,27,3.44,
SERO,Hampshire,Pied wagtail,0.043,28,2.91,
SERO,Hampshire,Jay,0.039,29,2.95,
SERO,Hampshire,Black headed gull,0.039,30,0.9,
SERO,Hampshire,Redwing,0.033,31,1.09,
SERO,Hampshire,Fieldfare,0.029,32,0.73,
SERO,Hampshire,Common gull,0.024,33,0.76,
SERO,Hampshire,Herring gull,0.023,34,0.77,
SERO,Hampshire,Tree sparrow,0.022,35,0.57,
SERO,Hampshire,Redpoll,0.022,36,0.68,
SERO,Hampshire,Green woodpecker,0.021,37,1.91,
SERO,Hampshire,Lesser spotted woodpecker,0.015,38,1.34,
SERO,Hampshire,Sparrowhawk,0.015,39,1.45,
SERO,Hampshire,Red Kite,0.014,40,0.9,
SERO,Hampshire,Mallard,0.013,41,0.4,
SERO,Hampshire,Buzzard,0.012,42,0.81,
SERO,Hampshire,Goldcrest,0.011,43,0.92,
SERO,Hampshire,Marsh tit,0.01,44,0.74,
SERO,Hampshire,Reed bunting,0.007,45,0.43,
SERO,Hampshire,Grey wagtail,0.006,46,0.62,
SERO,Hampshire,Stock dove,0.006,47,0.38,
SERO,Hampshire,Moorhen,0.006,48,0.28,
SERO,Hampshire,Treecreeper,0.005,49,0.54,
SERO,Hampshire,Mistle thrush,0.005,50,0.44,
SERO,Hampshire,Willow tit,0.004,51,0.3,
SERO,Hampshire,Grey heron,0.003,52,0.3,
SERO,Hampshire,Kestrel,0.002,53,0.21,
SERO,Hampshire,Grey partridge,0.002,54,0.05,
SERO,Hampshire,Red legged partridge,0.002,55,0.11,
SERO,Hampshire,Chiffchaff,0.002,56,0.14,
SERO,Hampshire,Linnet,0.002,57,0.11,
SERO,Hampshire,Yellowhammer,0.001,58,0.11,
SERO,Hampshire,Brambling,0.001,59,0.08,
SERO,Hampshire,Tawny owl,0.001,60,0.09,
SERO,Hampshire,Lesser black backed gull,0.001,61,0.06,
SERO,Hampshire,Raven,0,62,0.03,
SERO,Hampshire,Black redstart,0,63,0.02,
SERO,Hampshire,Corn bunting,0,64,0.02,
SERO,Hampshire,Barn owl,0,65,0.02,
SERO,Hampshire,Hooded crow,0,66,0.02,
SERO,Hampshire,Ring necked parakeet,0,67,0.02,
SERO,Hampshire,Great black backed gull,0,68,0,
SERO,Hampshire,Lapwing,0,69,0,
SERO,Hampshire,Little owl,0,70,0,
SERO,Hampshire,Meadow pipit,0,71,0,
SERO,Hampshire,Skylark,0,72,0,
SERO,Hampshire,Waxwing,0,73,0,
MRO,Herefordshire,House sparrow,5.415,1,70.89,
MRO,Herefordshire,Blue tit,3.816,2,84.25,
MRO,Herefordshire,Blackbird,2.411,3,87.47,
MRO,Herefordshire,Goldfinch,2.025,4,36.38,
MRO,Herefordshire,Great tit,1.849,5,66.32,
MRO,Herefordshire,Chaffinch,1.735,6,53.28,
MRO,Herefordshire,Woodpigeon,1.577,7,61.63,
MRO,Herefordshire,Long tailed tit,1.449,8,31.49,
MRO,Herefordshire,Robin,1.355,9,82.71,
MRO,Herefordshire,Dunnock,1.121,10,53.47,
MRO,Herefordshire,Starling,0.914,11,18.64,
MRO,Herefordshire,Collared dove,0.857,12,39.91,
MRO,Herefordshire,Magpie,0.756,13,38.75,
MRO,Herefordshire,Coal tit,0.67,14,36.95,
MRO,Herefordshire,Jackdaw,0.619,15,16.58,
MRO,Herefordshire,Greenfinch,0.609,16,23.91,
MRO,Herefordshire,Carrion crow,0.533,17,23.49,
MRO,Herefordshire,Great spotted woodpecker,0.332,18,24.81,
MRO,Herefordshire,Pheasant,0.312,19,14.27,
MRO,Herefordshire,Feral pigeon,0.307,20,10.43,
MRO,Herefordshire,Wren,0.289,21,25.58,
MRO,Herefordshire,Fieldfare,0.262,22,4.39,
MRO,Herefordshire,Nuthatch,0.199,23,14.6,
MRO,Herefordshire,Song thrush,0.15,24,12.4,
MRO,Herefordshire,Rook,0.142,25,2.09,
MRO,Herefordshire,Siskin,0.11,26,4.5,
MRO,Herefordshire,Blackcap,0.085,27,6.81,
MRO,Herefordshire,Buzzard,0.074,28,4.5,
MRO,Herefordshire,Redpoll,0.069,29,2.96,
MRO,Herefordshire,Bullfinch,0.059,30,3.62,
MRO,Herefordshire,Tree sparrow,0.056,31,1.1,
MRO,Herefordshire,Redwing,0.049,32,1.43,
MRO,Herefordshire,Sparrowhawk,0.047,33,4.72,
MRO,Herefordshire,Pied wagtail,0.031,34,1.87,
MRO,Herefordshire,Jay,0.03,35,1.98,
MRO,Herefordshire,Common gull,0.029,36,0.55,
MRO,Herefordshire,Green woodpecker,0.027,37,2.2,
MRO,Herefordshire,Marsh tit,0.025,38,2.09,
MRO,Herefordshire,Lesser spotted woodpecker,0.023,39,1.98,
MRO,Herefordshire,Mistle thrush,0.023,40,2.09,
MRO,Herefordshire,Moorhen,0.022,41,1.21,
MRO,Herefordshire,Treecreeper,0.018,42,1.76,
MRO,Herefordshire,Willow tit,0.016,43,1.43,
MRO,Herefordshire,Red Kite,0.015,44,0.77,
MRO,Herefordshire,Kestrel,0.011,45,1.1,
MRO,Herefordshire,Raven,0.009,46,0.55,
MRO,Herefordshire,Stock dove,0.009,47,0.55,
MRO,Herefordshire,Brambling,0.007,48,0.55,
MRO,Herefordshire,Goldcrest,0.007,49,0.44,
MRO,Herefordshire,Mallard,0.004,50,0.22,
MRO,Herefordshire,Yellowhammer,0.004,51,0.22,
MRO,Herefordshire,Grey wagtail,0.003,52,0.33,
MRO,Herefordshire,Red legged partridge,0.002,53,0.11,
MRO,Herefordshire,Reed bunting,0.002,54,0.11,
MRO,Herefordshire,Grey heron,0.001,55,0.11,
MRO,Herefordshire,Little owl,0.001,56,0.11,
MRO,Herefordshire,Tawny owl,0.001,57,0.11,
MRO,Herefordshire,Barn owl,0,58,0,
MRO,Herefordshire,Black headed gull,0,59,0,
MRO,Herefordshire,Black redstart,0,60,0,
MRO,Herefordshire,Chiffchaff,0,61,0,
MRO,Herefordshire,Corn bunting,0,62,0,
MRO,Herefordshire,Great black backed gull,0,63,0,
MRO,Herefordshire,Grey partridge,0,64,0,
MRO,Herefordshire,Herring gull,0,65,0,
MRO,Herefordshire,Hooded crow,0,66,0,
MRO,Herefordshire,Lapwing,0,67,0,
MRO,Herefordshire,Lesser black backed gull,0,68,0,
MRO,Herefordshire,Linnet,0,69,0,
MRO,Herefordshire,Meadow pipit,0,70,0,
MRO,Herefordshire,Ring necked parakeet,0,71,0,
MRO,Herefordshire,Skylark,0,72,0,
MRO,Herefordshire,Waxwing,0,73,0,
EERO,Hertfordshire,Blue tit,2.412,1,77.68,
EERO,Hertfordshire,House sparrow,2.157,2,42.87,
EERO,Hertfordshire,Woodpigeon,1.92,3,70.91,
EERO,Hertfordshire,Blackbird,1.777,4,80.23,
EERO,Hertfordshire,Starling,1.716,5,31.26,
EERO,Hertfordshire,Robin,1.139,6,74.16,
EERO,Hertfordshire,Great tit,1.118,7,51.05,
EERO,Hertfordshire,Collared dove,1.07,8,45.53,
EERO,Hertfordshire,Chaffinch,1.047,9,39.95,
EERO,Hertfordshire,Magpie,1.03,10,52.29,
EERO,Hertfordshire,Goldfinch,1.019,11,24.61,
EERO,Hertfordshire,Dunnock,0.769,12,44.3,
EERO,Hertfordshire,Long tailed tit,0.654,13,19.75,
EERO,Hertfordshire,Feral pigeon,0.536,14,15.36,
EERO,Hertfordshire,Jackdaw,0.494,15,13.8,
EERO,Hertfordshire,Carrion crow,0.473,16,20.33,
EERO,Hertfordshire,Greenfinch,0.431,17,16.86,
EERO,Hertfordshire,Coal tit,0.391,18,23.17,
EERO,Hertfordshire,Wren,0.127,19,11.02,
EERO,Hertfordshire,Great spotted woodpecker,0.12,20,10.29,
EERO,Hertfordshire,Song thrush,0.095,21,8.12,
EERO,Hertfordshire,Nuthatch,0.081,22,5.84,
EERO,Hertfordshire,Redwing,0.08,23,2.73,
EERO,Hertfordshire,Pheasant,0.072,24,3.17,
EERO,Hertfordshire,Jay,0.062,25,4.41,
EERO,Hertfordshire,Common gull,0.055,26,1.24,
EERO,Hertfordshire,Rook,0.043,27,1.21,
EERO,Hertfordshire,Blackcap,0.041,28,3.52,
EERO,Hertfordshire,Fieldfare,0.04,29,1.28,
EERO,Hertfordshire,Ring necked parakeet,0.039,30,1.28,
EERO,Hertfordshire,Bullfinch,0.037,31,2.12,
EERO,Hertfordshire,Red Kite,0.035,32,2.36,
EERO,Hertfordshire,Redpoll,0.03,33,1.05,
EERO,Hertfordshire,Green woodpecker,0.029,34,2.71,
EERO,Hertfordshire,Black headed gull,0.024,35,0.68,
EERO,Hertfordshire,Pied wagtail,0.021,36,1.45,
EERO,Hertfordshire,Siskin,0.018,37,0.86,
EERO,Hertfordshire,Tree sparrow,0.018,38,0.49,
EERO,Hertfordshire,Moorhen,0.014,39,0.79,
EERO,Hertfordshire,Mallard,0.014,40,0.4,
EERO,Hertfordshire,Sparrowhawk,0.014,41,1.35,
EERO,Hertfordshire,Lesser spotted woodpecker,0.013,42,1.07,
EERO,Hertfordshire,Goldcrest,0.01,43,0.84,
EERO,Hertfordshire,Reed bunting,0.009,44,0.51,
EERO,Hertfordshire,Mistle thrush,0.007,45,0.56,
EERO,Hertfordshire,Grey heron,0.006,46,0.58,
EERO,Hertfordshire,Stock dove,0.005,47,0.35,
EERO,Hertfordshire,Buzzard,0.005,48,0.33,
EERO,Hertfordshire,Yellowhammer,0.003,49,0.12,
EERO,Hertfordshire,Marsh tit,0.003,50,0.23,
EERO,Hertfordshire,Red legged partridge,0.003,51,0.14,
EERO,Hertfordshire,Herring gull,0.003,52,0.19,
EERO,Hertfordshire,Grey wagtail,0.002,53,0.21,
EERO,Hertfordshire,Kestrel,0.002,54,0.21,
EERO,Hertfordshire,Lesser black backed gull,0.002,55,0.19,
EERO,Hertfordshire,Linnet,0.002,56,0.12,
EERO,Hertfordshire,Skylark,0.002,57,0.07,
EERO,Hertfordshire,Raven,0.001,58,0.07,
EERO,Hertfordshire,Hooded crow,0.001,59,0.07,
EERO,Hertfordshire,Treecreeper,0.001,60,0.09,
EERO,Hertfordshire,Brambling,0.001,61,0.07,
EERO,Hertfordshire,Willow tit,0.001,62,0.07,
EERO,Hertfordshire,Barn owl,0,63,0.02,
EERO,Hertfordshire,Corn bunting,0,64,0.02,
EERO,Hertfordshire,Grey partridge,0,65,0.02,
EERO,Hertfordshire,Chiffchaff,0,66,0.02,
EERO,Hertfordshire,Little owl,0,67,0.02,
EERO,Hertfordshire,Waxwing,0,68,0.02,
EERO,Hertfordshire,Black redstart,0,69,0,
EERO,Hertfordshire,Great black backed gull,0,70,0,
EERO,Hertfordshire,Lapwing,0,71,0,
EERO,Hertfordshire,Meadow pipit,0,72,0,
EERO,Hertfordshire,Tawny owl,0,73,0,
NSRO,Highland,Chaffinch,7.427,1,77.42,
NSRO,Highland,House sparrow,6.489,2,66.83,
NSRO,Highland,Blackbird,2.888,3,84.66,
NSRO,Highland,Blue tit,2.264,4,69.99,
NSRO,Highland,Starling,2.211,5,25.93,
NSRO,Highland,Coal tit,1.536,6,53.56,
NSRO,Highland,Great tit,1.475,7,56.6,
NSRO,Highland,Robin,1.423,8,84.48,
NSRO,Highland,Goldfinch,1.372,9,27.45,
NSRO,Highland,Dunnock,1.068,10,52.89,
NSRO,Highland,Collared dove,1.041,11,36.94,
NSRO,Highland,Long tailed tit,1.005,12,16.01,
NSRO,Highland,Greenfinch,0.978,13,29.95,
NSRO,Highland,Woodpigeon,0.934,14,32.38,
NSRO,Highland,Siskin,0.612,15,17.72,
NSRO,Highland,Feral pigeon,0.542,16,11.11,
NSRO,Highland,Carrion crow,0.514,17,18.55,
NSRO,Highland,Jackdaw,0.477,18,11.66,
NSRO,Highland,Pheasant,0.225,19,8.54,
NSRO,Highland,Tree sparrow,0.161,20,3.49,
NSRO,Highland,Great spotted woodpecker,0.155,21,11.66,
NSRO,Highland,Herring gull,0.155,22,5.79,
NSRO,Highland,Wren,0.133,23,11.48,
NSRO,Highland,Yellowhammer,0.116,24,4.04,
NSRO,Highland,Song thrush,0.104,25,7.53,
NSRO,Highland,Rook,0.081,26,3.12,
NSRO,Highland,Common gull,0.074,27,3.03,
NSRO,Highland,Redpoll,0.069,28,2.75,
NSRO,Highland,Hooded crow,0.06,29,3.76,
NSRO,Highland,Sparrowhawk,0.06,30,5.97,
NSRO,Highland,Treecreeper,0.051,31,5.05,
NSRO,Highland,Red Kite,0.038,32,1.93,
NSRO,Highland,Black headed gull,0.028,33,0.46,
NSRO,Highland,Mallard,0.026,34,0.46,
NSRO,Highland,Bullfinch,0.024,35,1.01,
NSRO,Highland,Buzzard,0.022,36,1.84,
NSRO,Highland,Magpie,0.018,37,0.85,
NSRO,Highland,Brambling,0.017,38,1.47,
NSRO,Highland,Redwing,0.017,39,0.28,
NSRO,Highland,Fieldfare,0.014,40,0.46,
NSRO,Highland,Lesser spotted woodpecker,0.013,41,1.01,
NSRO,Highland,Red legged partridge,0.009,42,0.46,
NSRO,Highland,Reed bunting,0.009,43,0.64,
NSRO,Highland,Goldcrest,0.008,44,0.83,
NSRO,Highland,Jay,0.007,45,0.55,
NSRO,Highland,Blackcap,0.006,46,0.55,
NSRO,Highland,Linnet,0.006,47,0.28,
NSRO,Highland,Mistle thrush,0.005,48,0.37,
NSRO,Highland,Raven,0.005,49,0.28,
NSRO,Highland,Stock dove,0.005,50,0.18,
NSRO,Highland,Grey heron,0.004,51,0.37,
NSRO,Highland,Pied wagtail,0.003,52,0.18,
NSRO,Highland,Chiffchaff,0.002,53,0.09,
NSRO,Highland,Kestrel,0.002,54,0.18,
NSRO,Highland,Lesser black backed gull,0.002,55,0.09,
NSRO,Highland,Moorhen,0.002,56,0.18,
NSRO,Highland,Waxwing,0.002,57,0.09,
NSRO,Highland,Green woodpecker,0.001,58,0.09,
NSRO,Highland,Barn owl,0,59,0,
NSRO,Highland,Black redstart,0,60,0,
NSRO,Highland,Corn bunting,0,61,0,
NSRO,Highland,Great black backed gull,0,62,0,
NSRO,Highland,Grey partridge,0,63,0,
NSRO,Highland,Grey wagtail,0,64,0,
NSRO,Highland,Lapwing,0,65,0,
NSRO,Highland,Little owl,0,66,0,
NSRO,Highland,Marsh tit,0,67,0,
NSRO,Highland,Meadow pipit,0,68,0,
NSRO,Highland,Nuthatch,0,69,0,
NSRO,Highland,Ring necked parakeet,0,70,0,
NSRO,Highland,Skylark,0,71,0,
NSRO,Highland,Tawny owl,0,72,0,
NSRO,Highland,Willow tit,0,73,0,
SWSRO,Inverclyde,House sparrow,3.199,1,52.05,
SWSRO,Inverclyde,Chaffinch,3.082,2,60.96,
SWSRO,Inverclyde,Feral pigeon,2.557,3,42.05,
SWSRO,Inverclyde,Blue tit,2.459,4,73.97,
SWSRO,Inverclyde,Blackbird,2.185,5,80.14,
SWSRO,Inverclyde,Jackdaw,1.682,6,44.32,
SWSRO,Inverclyde,Carrion crow,1.591,7,31.82,
SWSRO,Inverclyde,Magpie,1.589,8,63.01,
SWSRO,Inverclyde,Woodpigeon,1.527,9,58.9,
SWSRO,Inverclyde,Starling,1.411,10,28.08,
SWSRO,Inverclyde,Robin,1.295,11,76.71,
SWSRO,Inverclyde,Great tit,1.103,12,47.95,
SWSRO,Inverclyde,Goldfinch,1.062,13,19.18,
SWSRO,Inverclyde,Coal tit,1.041,14,47.26,
SWSRO,Inverclyde,Dunnock,0.911,15,42.47,
SWSRO,Inverclyde,Long tailed tit,0.795,16,13.7,
SWSRO,Inverclyde,Collared dove,0.76,17,34.25,
SWSRO,Inverclyde,Greenfinch,0.493,18,20.55,
SWSRO,Inverclyde,Song thrush,0.205,19,15.91,
SWSRO,Inverclyde,Common gull,0.193,20,5.68,
SWSRO,Inverclyde,Wren,0.17,21,13.64,
SWSRO,Inverclyde,Bullfinch,0.136,22,6.82,
SWSRO,Inverclyde,Redpoll,0.125,23,5.68,
SWSRO,Inverclyde,Great spotted woodpecker,0.08,24,5.68,
SWSRO,Inverclyde,Rook,0.068,25,3.41,
SWSRO,Inverclyde,Siskin,0.068,26,4.55,
SWSRO,Inverclyde,Herring gull,0.057,27,1.14,
SWSRO,Inverclyde,Brambling,0.023,28,1.14,
SWSRO,Inverclyde,Linnet,0.023,29,1.14,
SWSRO,Inverclyde,Raven,0.023,30,1.14,
SWSRO,Inverclyde,Sparrowhawk,0.023,31,2.27,
SWSRO,Inverclyde,Redwing,0.011,32,1.14,
SWSRO,Inverclyde,Treecreeper,0.011,33,1.14,
SWSRO,Inverclyde,Barn owl,0,34,0,
SWSRO,Inverclyde,Black headed gull,0,35,0,
SWSRO,Inverclyde,Black redstart,0,36,0,
SWSRO,Inverclyde,Blackcap,0,37,0,
SWSRO,Inverclyde,Buzzard,0,38,0,
SWSRO,Inverclyde,Chiffchaff,0,39,0,
SWSRO,Inverclyde,Corn bunting,0,40,0,
SWSRO,Inverclyde,Fieldfare,0,41,0,
SWSRO,Inverclyde,Goldcrest,0,42,0,
SWSRO,Inverclyde,Great black backed gull,0,43,0,
SWSRO,Inverclyde,Green woodpecker,0,44,0,
SWSRO,Inverclyde,Grey heron,0,45,0,
SWSRO,Inverclyde,Grey partridge,0,46,0,
SWSRO,Inverclyde,Grey wagtail,0,47,0,
SWSRO,Inverclyde,Hooded crow,0,48,0,
SWSRO,Inverclyde,Jay,0,49,0,
SWSRO,Inverclyde,Kestrel,0,50,0,
SWSRO,Inverclyde,Lapwing,0,51,0,
SWSRO,Inverclyde,Lesser black backed gull,0,52,0,
SWSRO,Inverclyde,Lesser spotted woodpecker,0,53,0,
SWSRO,Inverclyde,Little owl,0,54,0,
SWSRO,Inverclyde,Mallard,0,55,0,
SWSRO,Inverclyde,Marsh tit,0,56,0,
SWSRO,Inverclyde,Meadow pipit,0,57,0,
SWSRO,Inverclyde,Mistle thrush,0,58,0,
SWSRO,Inverclyde,Moorhen,0,59,0,
SWSRO,Inverclyde,Nuthatch,0,60,0,
SWSRO,Inverclyde,Pheasant,0,61,0,
SWSRO,Inverclyde,Pied wagtail,0,62,0,
SWSRO,Inverclyde,Red Kite,0,63,0,
SWSRO,Inverclyde,Red legged partridge,0,64,0,
SWSRO,Inverclyde,Reed bunting,0,65,0,
SWSRO,Inverclyde,Ring necked parakeet,0,66,0,
SWSRO,Inverclyde,Skylark,0,67,0,
SWSRO,Inverclyde,Stock dove,0,68,0,
SWSRO,Inverclyde,Tawny owl,0,69,0,
SWSRO,Inverclyde,Tree sparrow,0,70,0,
SWSRO,Inverclyde,Waxwing,0,71,0,
SWSRO,Inverclyde,Willow tit,0,72,0,
SWSRO,Inverclyde,Yellowhammer,0,73,0,
Wales,Isle of Anglesey,House sparrow,7.251,1,79.95,
Wales,Isle of Anglesey,Starling,5.823,2,63.13,
Wales,Isle of Anglesey,Chaffinch,4.281,3,73.73,
Wales,Isle of Anglesey,Blue tit,3.173,4,81.11,
Wales,Isle of Anglesey,Blackbird,2.334,5,83.18,
Wales,Isle of Anglesey,Goldfinch,1.834,6,33.87,
Wales,Isle of Anglesey,Collared dove,1.74,7,58.53,
Wales,Isle of Anglesey,Great tit,1.659,8,59.91,
Wales,Isle of Anglesey,Jackdaw,1.625,9,40.81,
Wales,Isle of Anglesey,Greenfinch,1.3,10,36.87,
Wales,Isle of Anglesey,Robin,1.251,11,79.03,
Wales,Isle of Anglesey,Dunnock,1.136,12,50,
Wales,Isle of Anglesey,Magpie,1.124,13,54.38,
Wales,Isle of Anglesey,Carrion crow,0.879,14,28.31,
Wales,Isle of Anglesey,Feral pigeon,0.746,15,15.44,
Wales,Isle of Anglesey,Long tailed tit,0.71,16,14.75,
Wales,Isle of Anglesey,Coal tit,0.459,17,26.5,
Wales,Isle of Anglesey,Woodpigeon,0.456,18,21.89,
Wales,Isle of Anglesey,Wren,0.243,19,22.06,
Wales,Isle of Anglesey,Pheasant,0.224,20,9.56,
Wales,Isle of Anglesey,Herring gull,0.188,21,6.62,
Wales,Isle of Anglesey,Great spotted woodpecker,0.165,22,13.6,
Wales,Isle of Anglesey,Song thrush,0.154,23,12.5,
Wales,Isle of Anglesey,Siskin,0.151,24,5.15,
Wales,Isle of Anglesey,Rook,0.143,25,3.31,
Wales,Isle of Anglesey,Common gull,0.121,26,1.84,
Wales,Isle of Anglesey,Nuthatch,0.077,27,5.51,
Wales,Isle of Anglesey,Jay,0.055,28,3.68,
Wales,Isle of Anglesey,Buzzard,0.048,29,4.04,
Wales,Isle of Anglesey,Mallard,0.048,30,0.74,
Wales,Isle of Anglesey,Sparrowhawk,0.04,31,4.04,
Wales,Isle of Anglesey,Pied wagtail,0.037,32,3.31,
Wales,Isle of Anglesey,Great black backed gull,0.033,33,0.37,
Wales,Isle of Anglesey,Redpoll,0.033,34,1.1,
Wales,Isle of Anglesey,Bullfinch,0.029,35,2.94,
Wales,Isle of Anglesey,Lesser spotted woodpecker,0.029,36,2.21,
Wales,Isle of Anglesey,Blackcap,0.026,37,2.57,
Wales,Isle of Anglesey,Fieldfare,0.026,38,0.37,
Wales,Isle of Anglesey,Raven,0.026,39,1.84,
Wales,Isle of Anglesey,Mistle thrush,0.018,40,1.1,
Wales,Isle of Anglesey,Moorhen,0.018,41,1.1,
Wales,Isle of Anglesey,Red legged partridge,0.018,42,1.1,
Wales,Isle of Anglesey,Brambling,0.015,43,0.74,
Wales,Isle of Anglesey,Chiffchaff,0.015,44,0.37,
Wales,Isle of Anglesey,Goldcrest,0.015,45,1.47,
Wales,Isle of Anglesey,Linnet,0.015,46,0.74,
Wales,Isle of Anglesey,Reed bunting,0.011,47,0.74,
Wales,Isle of Anglesey,Grey partridge,0.007,48,0.37,
Wales,Isle of Anglesey,Grey wagtail,0.007,49,0.74,
Wales,Isle of Anglesey,Lesser black backed gull,0.007,50,0.37,
Wales,Isle of Anglesey,Meadow pipit,0.004,51,0.37,
Wales,Isle of Anglesey,Tawny owl,0.004,52,0.37,
Wales,Isle of Anglesey,Treecreeper,0.004,53,0.37,
Wales,Isle of Anglesey,Yellowhammer,0.004,54,0.37,
Wales,Isle of Anglesey,Barn owl,0,55,0,
Wales,Isle of Anglesey,Black headed gull,0,56,0,
Wales,Isle of Anglesey,Black redstart,0,57,0,
Wales,Isle of Anglesey,Corn bunting,0,58,0,
Wales,Isle of Anglesey,Green woodpecker,0,59,0,
Wales,Isle of Anglesey,Grey heron,0,60,0,
Wales,Isle of Anglesey,Hooded crow,0,61,0,
Wales,Isle of Anglesey,Kestrel,0,62,0,
Wales,Isle of Anglesey,Lapwing,0,63,0,
Wales,Isle of Anglesey,Little owl,0,64,0,
Wales,Isle of Anglesey,Marsh tit,0,65,0,
Wales,Isle of Anglesey,Red Kite,0,66,0,
Wales,Isle of Anglesey,Redwing,0,67,0,
Wales,Isle of Anglesey,Ring necked parakeet,0,68,0,
Wales,Isle of Anglesey,Skylark,0,69,0,
Wales,Isle of Anglesey,Stock dove,0,70,0,
Wales,Isle of Anglesey,Tree sparrow,0,71,0,
Wales,Isle of Anglesey,Waxwing,0,72,0,
Wales,Isle of Anglesey,Willow tit,0,73,0,
NIRO,Isle of Man,House sparrow,8.466,1,77.73,
NIRO,Isle of Man,Chaffinch,4.008,2,65.55,
NIRO,Isle of Man,Starling,3.979,3,37.39,
NIRO,Isle of Man,Blackbird,2.277,4,81.93,
NIRO,Isle of Man,Goldfinch,2.168,5,34.87,
NIRO,Isle of Man,Blue tit,1.723,6,65.97,
NIRO,Isle of Man,Jackdaw,1.633,7,43.54,
NIRO,Isle of Man,Collared dove,1.399,8,47.06,
NIRO,Isle of Man,Robin,1.202,9,81.51,
NIRO,Isle of Man,Great tit,1.197,10,50.84,
NIRO,Isle of Man,Hooded crow,1.02,11,22.45,
NIRO,Isle of Man,Feral pigeon,0.81,12,14.97,
NIRO,Isle of Man,Coal tit,0.79,13,38.24,
NIRO,Isle of Man,Dunnock,0.735,14,36.13,
NIRO,Isle of Man,Long tailed tit,0.735,15,14.29,
NIRO,Isle of Man,Greenfinch,0.727,16,19.75,
NIRO,Isle of Man,Woodpigeon,0.689,17,26.89,
NIRO,Isle of Man,Rook,0.639,18,15.65,
NIRO,Isle of Man,Magpie,0.567,19,31.93,
NIRO,Isle of Man,Herring gull,0.381,20,10.2,
NIRO,Isle of Man,Pheasant,0.381,21,13.61,
NIRO,Isle of Man,Song thrush,0.361,22,29.93,
NIRO,Isle of Man,Siskin,0.245,23,5.44,
NIRO,Isle of Man,Wren,0.231,24,21.09,
NIRO,Isle of Man,Pied wagtail,0.109,25,8.84,
NIRO,Isle of Man,Common gull,0.082,26,3.4,
NIRO,Isle of Man,Sparrowhawk,0.041,27,4.08,
NIRO,Isle of Man,Blackcap,0.034,28,2.72,
NIRO,Isle of Man,Moorhen,0.027,29,1.36,
NIRO,Isle of Man,Red legged partridge,0.027,30,0.68,
NIRO,Isle of Man,Fieldfare,0.02,31,0.68,
NIRO,Isle of Man,Grey wagtail,0.02,32,2.04,
NIRO,Isle of Man,Grey heron,0.014,33,1.36,
NIRO,Isle of Man,Barn owl,0.007,34,0.68,
NIRO,Isle of Man,Goldcrest,0.007,35,0.68,
NIRO,Isle of Man,Great spotted woodpecker,0.007,36,0.68,
NIRO,Isle of Man,Kestrel,0.007,37,0.68,
NIRO,Isle of Man,Raven,0.007,38,0.68,
NIRO,Isle of Man,Tawny owl,0.007,39,0.68,
NIRO,Isle of Man,Treecreeper,0.007,40,0.68,
NIRO,Isle of Man,Black headed gull,0,41,0,
NIRO,Isle of Man,Black redstart,0,42,0,
NIRO,Isle of Man,Brambling,0,43,0,
NIRO,Isle of Man,Bullfinch,0,44,0,
NIRO,Isle of Man,Buzzard,0,45,0,
NIRO,Isle of Man,Carrion crow,0,46,0,
NIRO,Isle of Man,Chiffchaff,0,47,0,
NIRO,Isle of Man,Corn bunting,0,48,0,
NIRO,Isle of Man,Great black backed gull,0,49,0,
NIRO,Isle of Man,Green woodpecker,0,50,0,
NIRO,Isle of Man,Grey partridge,0,51,0,
NIRO,Isle of Man,Jay,0,52,0,
NIRO,Isle of Man,Lapwing,0,53,0,
NIRO,Isle of Man,Lesser black backed gull,0,54,0,
NIRO,Isle of Man,Lesser spotted woodpecker,0,55,0,
NIRO,Isle of Man,Linnet,0,56,0,
NIRO,Isle of Man,Little owl,0,57,0,
NIRO,Isle of Man,Mallard,0,58,0,
NIRO,Isle of Man,Marsh tit,0,59,0,
NIRO,Isle of Man,Meadow pipit,0,60,0,
NIRO,Isle of Man,Mistle thrush,0,61,0,
NIRO,Isle of Man,Nuthatch,0,62,0,
NIRO,Isle of Man,Red Kite,0,63,0,
NIRO,Isle of Man,Redpoll,0,64,0,
NIRO,Isle of Man,Redwing,0,65,0,
NIRO,Isle of Man,Reed bunting,0,66,0,
NIRO,Isle of Man,Ring necked parakeet,0,67,0,
NIRO,Isle of Man,Skylark,0,68,0,
NIRO,Isle of Man,Stock dove,0,69,0,
NIRO,Isle of Man,Tree sparrow,0,70,0,
NIRO,Isle of Man,Waxwing,0,71,0,
NIRO,Isle of Man,Willow tit,0,72,0,
NIRO,Isle of Man,Yellowhammer,0,73,0,
SERO,Isle of Wight,Blue tit,2.598,1,74.14,
SERO,Isle of Wight,House sparrow,2.556,2,42.92,
SERO,Isle of Wight,Blackbird,2.099,3,82.61,
SERO,Isle of Wight,Starling,1.998,4,29.43,
SERO,Isle of Wight,Woodpigeon,1.931,5,71.13,
SERO,Isle of Wight,Jackdaw,1.281,6,31.61,
