county,species,Mean,Rank,% gardens
Buckinghamshire,Siskin ,0.01,55,0.52
Buckinghamshire,Kestrel ,0.01,56,0.73
Buckinghamshire,Treecreeper ,0.01,57,0.47
Buckinghamshire,Linnet ,0.00,58,0.36
Buckinghamshire,Brambling ,0.00,59,0.21
Buckinghamshire,Corn_bunting,0.00,60,0.16
Buckinghamshire,Raven ,0.00,61,0.31
Buckinghamshire,Willow_tit ,0.00,62,0.26
Buckinghamshire,Chiffchaff ,0.00,63,0.16
Buckinghamshire,Great_black_backed_gull ,0.00,64,0.10
Buckinghamshire,Grey_partridge ,0.00,65,0.05
Buckinghamshire,Tawny_owl ,0.00,66,0.10
Buckinghamshire,Black_redstart,0.00,67,0.10
Buckinghamshire,Hooded_crow ,0.00,68,0.05
Buckinghamshire,Little_owl ,0.00,69,0.05
Buckinghamshire,Skylark,0.00,70,0.05
Buckinghamshire,Barn_owl ,0.00,71,0.00
Buckinghamshire,Meadow_pipit,0.00,72,0.00
Buckinghamshire,Waxwing,0.00,73,0.00
Caerphilly,House_sparrow ,5.51,1,72.45
Caerphilly,Blackbird ,2.53,2,88.68
Caerphilly,Blue_tit ,2.36,3,70.62
Caerphilly,Starling ,2.32,4,36.16
Caerphilly,Jackdaw ,2.08,5,44.60
Caerphilly,Robin ,1.59,6,87.76
Caerphilly,Chaffinch ,1.42,7,41.62
Caerphilly,Magpie ,1.37,8,59.13
Caerphilly,Great_tit ,1.26,9,47.74
Caerphilly,Goldfinch ,1.23,10,21.66
Caerphilly,Collared_dove ,1.22,11,46.79
Caerphilly,Carrion_crow ,1.12,12,32.96
Caerphilly,Long_tailed_tit ,1.10,13,27.17
Caerphilly,Woodpigeon ,1.10,14,49.72
Caerphilly,Dunnock ,0.89,15,39.51
Caerphilly,Coal_tit ,0.76,16,35.03
Caerphilly,Bullfinch ,0.68,17,24.84
Caerphilly,Nuthatch ,0.61,18,37.58
Caerphilly,Wren ,0.40,19,33.24
Caerphilly,Great_spotted_woodpecker ,0.40,20,31.21
Caerphilly,Greenfinch ,0.38,21,14.50
Caerphilly,Jay ,0.34,22,19.11
Caerphilly,Song_thrush ,0.34,23,26.20
Caerphilly,Tree_sparrow ,0.27,24,5.10
Caerphilly,Common_gull ,0.24,25,7.01
Caerphilly,Feral_pigeon ,0.21,26,10.45
Caerphilly,Pied_wagtail ,0.17,27,10.83
Caerphilly,Siskin ,0.15,28,5.73
Caerphilly,Grey_wagtail ,0.12,29,11.46
Caerphilly,Mallard ,0.11,30,1.91
Caerphilly,Reed_bunting ,0.09,31,3.18
Caerphilly,Buzzard ,0.08,32,5.77
Caerphilly,Mistle_thrush ,0.08,33,4.46
Caerphilly,Rook ,0.07,34,1.91
Caerphilly,Sparrowhawk ,0.06,35,5.77
Caerphilly,Grey_heron ,0.05,36,5.10
Caerphilly,Blackcap ,0.04,37,3.82
Caerphilly,Lesser_spotted_woodpecker ,0.04,38,3.82
Caerphilly,Raven ,0.03,39,1.27
Caerphilly,Goldcrest ,0.02,40,1.91
Caerphilly,Corn_bunting,0.01,41,0.64
Caerphilly,Green_woodpecker ,0.01,42,1.27
Caerphilly,Treecreeper ,0.01,43,1.27
Caerphilly,Willow_tit ,0.01,44,0.64
Caerphilly,Red_Kite ,0.01,45,0.64
Caerphilly,Tawny_owl ,0.01,46,0.64
Caerphilly,Fieldfare ,0.01,47,0.64
Caerphilly,Kestrel ,0.01,48,0.64
Caerphilly,Moorhen ,0.01,49,0.64
Caerphilly,Redpoll ,0.01,50,0.64
Caerphilly,Barn_owl ,0.00,51,0.00
Caerphilly,Black_headed_gull ,0.00,52,0.00
Caerphilly,Black_redstart,0.00,53,0.00
Caerphilly,Brambling ,0.00,54,0.00
Caerphilly,Chiffchaff ,0.00,55,0.00
Caerphilly,Great_black_backed_gull ,0.00,56,0.00
Caerphilly,Grey_partridge ,0.00,57,0.00
Caerphilly,Herring_gull ,0.00,58,0.00
Caerphilly,Hooded_crow ,0.00,59,0.00
Caerphilly,Lapwing,0.00,60,0.00
Caerphilly,Lesser_black_backed_gull ,0.00,61,0.00
Caerphilly,Linnet ,0.00,62,0.00
Caerphilly,Little_owl ,0.00,63,0.00
Caerphilly,Marsh_tit ,0.00,64,0.00
Caerphilly,Meadow_pipit,0.00,65,0.00
Caerphilly,Pheasant ,0.00,66,0.00
Caerphilly,Red_legged_partridge ,0.00,67,0.00
Caerphilly,Redwing ,0.00,68,0.00
Caerphilly,Ring_necked_parakeet ,0.00,69,0.00
Caerphilly,Skylark,0.00,70,0.00
Caerphilly,Stock_dove ,0.00,71,0.00
Caerphilly,Waxwing,0.00,72,0.00
Caerphilly,Yellowhammer ,0.00,73,0.00
Cambridgeshire,House_sparrow ,3.95,1,66.16
Cambridgeshire,Starling ,3.56,2,58.25
Cambridgeshire,Blackbird ,3.23,3,95.42
Cambridgeshire,Blue_tit ,2.27,4,80.53
Cambridgeshire,Collared_dove ,2.14,5,73.56
Cambridgeshire,Woodpigeon ,1.95,6,72.00
Cambridgeshire,Chaffinch ,1.45,7,51.05
Cambridgeshire,Great_tit ,1.38,8,59.29
Cambridgeshire,Goldfinch ,1.38,9,33.91
Cambridgeshire,Robin ,1.37,10,84.33
Cambridgeshire,Dunnock ,0.99,11,50.75
Cambridgeshire,Magpie ,0.72,12,38.66
Cambridgeshire,Long_tailed_tit ,0.72,13,22.54
Cambridgeshire,Jackdaw ,0.65,14,20.72
Cambridgeshire,Carrion_crow ,0.62,15,21.88
Cambridgeshire,Greenfinch ,0.52,16,20.94
Cambridgeshire,Feral_pigeon ,0.43,17,14.81
Cambridgeshire,Rook ,0.41,18,8.80
Cambridgeshire,Common_gull ,0.38,19,7.52
Cambridgeshire,Wren ,0.35,20,29.25
Cambridgeshire,Pheasant ,0.32,21,14.40
Cambridgeshire,Coal_tit ,0.30,22,17.51
Cambridgeshire,Black_headed_gull ,0.29,23,5.67
Cambridgeshire,Jay ,0.25,24,16.85
Cambridgeshire,Great_spotted_woodpecker ,0.23,25,20.25
Cambridgeshire,Fieldfare ,0.22,26,4.92
Cambridgeshire,Pied_wagtail ,0.18,27,13.19
Cambridgeshire,Reed_bunting ,0.18,28,6.91
Cambridgeshire,Song_thrush ,0.17,29,13.85
Cambridgeshire,Tree_sparrow ,0.13,30,2.84
Cambridgeshire,Bullfinch ,0.12,31,6.36
Cambridgeshire,Redwing ,0.11,32,4.22
Cambridgeshire,Green_woodpecker ,0.11,33,9.84
Cambridgeshire,Blackcap ,0.11,34,8.96
Cambridgeshire,Mallard ,0.09,35,1.68
Cambridgeshire,Moorhen ,0.07,36,3.54
Cambridgeshire,Sparrowhawk ,0.07,37,6.48
Cambridgeshire,Yellowhammer ,0.06,38,1.97
Cambridgeshire,Red_Kite ,0.05,39,3.70
Cambridgeshire,Herring_gull ,0.04,40,1.51
Cambridgeshire,Stock_dove ,0.04,41,1.86
Cambridgeshire,Goldcrest ,0.03,42,2.54
Cambridgeshire,Kestrel ,0.03,43,2.89
Cambridgeshire,Mistle_thrush ,0.03,44,2.31
Cambridgeshire,Buzzard ,0.03,45,1.97
Cambridgeshire,Grey_heron ,0.03,46,2.37
Cambridgeshire,Lesser_spotted_woodpecker ,0.02,47,1.79
Cambridgeshire,Nuthatch ,0.02,48,1.04
Cambridgeshire,Siskin ,0.02,49,0.58
Cambridgeshire,Lapwing,0.01,50,0.12
Cambridgeshire,Grey_wagtail ,0.01,51,0.87
Cambridgeshire,Treecreeper ,0.01,52,0.75
Cambridgeshire,Lesser_black_backed_gull ,0.01,53,0.46
Cambridgeshire,Red_legged_partridge ,0.01,54,0.35
Cambridgeshire,Redpoll ,0.01,55,0.40
Cambridgeshire,Marsh_tit ,0.01,56,0.58
Cambridgeshire,Corn_bunting,0.01,57,0.17
Cambridgeshire,Barn_owl ,0.01,58,0.58
Cambridgeshire,Brambling ,0.01,59,0.35
Cambridgeshire,Willow_tit ,0.01,60,0.40
Cambridgeshire,Chiffchaff ,0.00,61,0.35
Cambridgeshire,Raven ,0.00,62,0.17
Cambridgeshire,Hooded_crow ,0.00,63,0.17
Cambridgeshire,Meadow_pipit,0.00,64,0.06
Cambridgeshire,Skylark,0.00,65,0.12
Cambridgeshire,Great_black_backed_gull ,0.00,66,0.12
Cambridgeshire,Little_owl ,0.00,67,0.17
Cambridgeshire,Tawny_owl ,0.00,68,0.17
Cambridgeshire,Grey_partridge ,0.00,69,0.12
Cambridgeshire,Ring_necked_parakeet ,0.00,70,0.06
Cambridgeshire,Waxwing,0.00,71,0.12
Cambridgeshire,Linnet ,0.00,72,0.06
Cambridgeshire,Black_redstart,0.00,73,0.00
Cardiff,House_sparrow ,4.28,1,62.83
Cardiff,Blackbird ,2.22,2,86.94
Cardiff,Blue_tit ,2.08,3,73.21
Cardiff,Starling ,2.01,4,31.14
Cardiff,Magpie ,1.79,5,73.06
Cardiff,Feral_pigeon ,1.51,6,31.86
Cardiff,Woodpigeon ,1.40,7,59.67
Cardiff,Robin ,1.29,8,83.66
Cardiff,Great_tit ,1.00,9,42.36
Cardiff,Jackdaw ,0.92,10,24.87
Cardiff,Carrion_crow ,0.82,11,33.42
Cardiff,Goldfinch ,0.79,12,14.99
Cardiff,Collared_dove ,0.72,13,31.04
Cardiff,Chaffinch ,0.65,14,26.40
Cardiff,Long_tailed_tit ,0.56,15,16.44
Cardiff,Dunnock ,0.54,16,31.91
Cardiff,Coal_tit ,0.52,17,27.59
Cardiff,Bullfinch ,0.40,18,20.79
Cardiff,Nuthatch ,0.31,19,21.00
Cardiff,Greenfinch ,0.28,20,11.51
Cardiff,Wren ,0.27,21,22.89
Cardiff,Common_gull ,0.25,22,9.96
Cardiff,Jay ,0.23,23,17.08
Cardiff,Blackcap ,0.22,24,17.44
Cardiff,Herring_gull ,0.22,25,7.83
Cardiff,Great_spotted_woodpecker ,0.20,26,15.66
Cardiff,Song_thrush ,0.15,27,12.99
Cardiff,Pied_wagtail ,0.14,28,8.90
Cardiff,Rook ,0.14,29,2.85
Cardiff,Siskin ,0.11,30,3.91
Cardiff,Redwing ,0.09,31,1.79
Cardiff,Black_headed_gull ,0.08,32,2.86
Cardiff,Lesser_black_backed_gull ,0.08,33,4.64
Cardiff,Goldcrest ,0.05,34,3.91
Cardiff,Mallard ,0.04,35,0.71
Cardiff,Sparrowhawk ,0.04,36,3.91
Cardiff,Buzzard ,0.03,37,1.78
Cardiff,Tree_sparrow ,0.03,38,1.78
Cardiff,Green_woodpecker ,0.03,39,2.49
Cardiff,Grey_heron ,0.03,40,2.85
Cardiff,Reed_bunting ,0.03,41,1.78
Cardiff,Grey_wagtail ,0.02,42,2.14
Cardiff,Treecreeper ,0.02,43,1.07
Cardiff,Mistle_thrush ,0.01,44,1.07
Cardiff,Pheasant ,0.01,45,0.71
Cardiff,Red_Kite ,0.01,46,0.36
Cardiff,Raven ,0.01,47,0.71
Cardiff,Chiffchaff ,0.01,48,0.71
Cardiff,Great_black_backed_gull ,0.01,49,0.36
Cardiff,Lesser_spotted_woodpecker ,0.01,50,0.71
Cardiff,Linnet ,0.01,51,0.36
Cardiff,Moorhen ,0.00,52,0.36
Cardiff,Redpoll ,0.00,53,0.36
Cardiff,Tawny_owl ,0.00,54,0.36
Cardiff,Barn_owl ,0.00,55,0.00
Cardiff,Black_redstart,0.00,56,0.00
Cardiff,Brambling ,0.00,57,0.00
Cardiff,Corn_bunting,0.00,58,0.00
Cardiff,Fieldfare ,0.00,59,0.00
Cardiff,Grey_partridge ,0.00,60,0.00
Cardiff,Hooded_crow ,0.00,61,0.00
Cardiff,Kestrel ,0.00,62,0.00
Cardiff,Lapwing,0.00,63,0.00
Cardiff,Little_owl ,0.00,64,0.00
Cardiff,Marsh_tit ,0.00,65,0.00
Cardiff,Meadow_pipit,0.00,66,0.00
Cardiff,Red_legged_partridge ,0.00,67,0.00
Cardiff,Ring_necked_parakeet ,0.00,68,0.00
Cardiff,Skylark,0.00,69,0.00
Cardiff,Stock_dove ,0.00,70,0.00
Cardiff,Waxwing,0.00,71,0.00
Cardiff,Willow_tit ,0.00,72,0.00
Cardiff,Yellowhammer ,0.00,73,0.00
Carmarthenshire,House_sparrow ,6.51,1,80.51
Carmarthenshire,Blue_tit ,5.15,2,92.06
Carmarthenshire,Starling ,5.12,3,55.02
Carmarthenshire,Chaffinch ,4.19,4,72.52
Carmarthenshire,Blackbird ,2.44,5,92.58
Carmarthenshire,Great_tit ,2.42,6,74.25
Carmarthenshire,Robin ,1.93,7,95.54
Carmarthenshire,Jackdaw ,1.90,8,38.61
Carmarthenshire,Magpie ,1.59,9,68.71
Carmarthenshire,Carrion_crow ,1.19,10,36.76
Carmarthenshire,Collared_dove ,1.10,11,44.06
Carmarthenshire,Dunnock ,1.08,12,50.15
Carmarthenshire,Goldfinch ,1.07,13,23.34
Carmarthenshire,Coal_tit ,0.93,14,42.90
Carmarthenshire,Long_tailed_tit ,0.86,15,19.56
Carmarthenshire,Nuthatch ,0.63,16,40.85
Carmarthenshire,Great_spotted_woodpecker ,0.57,17,41.36
Carmarthenshire,Wren ,0.52,18,40.06
Carmarthenshire,Woodpigeon ,0.48,19,22.28
Carmarthenshire,Jay ,0.45,20,25.27
Carmarthenshire,Greenfinch ,0.45,21,17.01
Carmarthenshire,Bullfinch ,0.35,22,20.26
Carmarthenshire,Pied_wagtail ,0.33,23,20.81
Carmarthenshire,Red_Kite ,0.29,24,15.50
Carmarthenshire,Feral_pigeon ,0.29,25,6.92
Carmarthenshire,Rook ,0.25,26,4.46
Carmarthenshire,Song_thrush ,0.22,27,17.23
Carmarthenshire,Buzzard ,0.19,28,12.74
Carmarthenshire,Common_gull ,0.17,29,3.40
Carmarthenshire,Tree_sparrow ,0.17,30,3.18
Carmarthenshire,Herring_gull ,0.13,31,4.03
Carmarthenshire,Marsh_tit ,0.10,32,6.17
Carmarthenshire,Lesser_spotted_woodpecker ,0.09,33,5.94
Carmarthenshire,Reed_bunting ,0.08,34,2.12
Carmarthenshire,Siskin ,0.08,35,3.61
Carmarthenshire,Fieldfare ,0.07,36,0.42
Carmarthenshire,Pheasant ,0.06,37,2.97
Carmarthenshire,Willow_tit ,0.05,38,3.20
Carmarthenshire,Sparrowhawk ,0.05,39,4.88
Carmarthenshire,Black_headed_gull ,0.04,40,1.06
Carmarthenshire,Grey_wagtail ,0.04,41,3.63
Carmarthenshire,Blackcap ,0.04,42,2.76
Carmarthenshire,Grey_heron ,0.04,43,3.40
Carmarthenshire,Redpoll ,0.03,44,0.85
Carmarthenshire,Redwing ,0.03,45,0.64
Carmarthenshire,Raven ,0.03,46,1.70
Carmarthenshire,Mistle_thrush ,0.03,47,1.49
Carmarthenshire,Treecreeper ,0.02,48,1.91
Carmarthenshire,Goldcrest ,0.02,49,1.49
Carmarthenshire,Yellowhammer ,0.02,50,0.42
Carmarthenshire,Green_woodpecker ,0.01,51,1.06
Carmarthenshire,Moorhen ,0.01,52,0.21
Carmarthenshire,Brambling ,0.01,53,0.43
Carmarthenshire,Mallard ,0.01,54,0.42
Carmarthenshire,Meadow_pipit,0.00,55,0.21
Carmarthenshire,Barn_owl ,0.00,56,0.21
Carmarthenshire,Black_redstart,0.00,57,0.21
Carmarthenshire,Hooded_crow ,0.00,58,0.21
Carmarthenshire,Kestrel ,0.00,59,0.21
Carmarthenshire,Lapwing,0.00,60,0.21
Carmarthenshire,Chiffchaff ,0.00,61,0.00
Carmarthenshire,Corn_bunting,0.00,62,0.00
Carmarthenshire,Great_black_backed_gull ,0.00,63,0.00
Carmarthenshire,Grey_partridge ,0.00,64,0.00
Carmarthenshire,Lesser_black_backed_gull ,0.00,65,0.00
Carmarthenshire,Linnet ,0.00,66,0.00
Carmarthenshire,Little_owl ,0.00,67,0.00
Carmarthenshire,Red_legged_partridge ,0.00,68,0.00
Carmarthenshire,Ring_necked_parakeet ,0.00,69,0.00
Carmarthenshire,Skylark,0.00,70,0.00
Carmarthenshire,Stock_dove ,0.00,71,0.00
Carmarthenshire,Tawny_owl ,0.00,72,0.00
Carmarthenshire,Waxwing,0.00,73,0.00
Ceredigion,House_sparrow ,6.44,1,81.09
Ceredigion,Starling ,6.17,2,60.68
Ceredigion,Blue_tit ,4.94,3,92.12
Ceredigion,Chaffinch ,4.80,4,79.88
Ceredigion,Blackbird ,2.63,5,93.49
Ceredigion,Great_tit ,2.18,6,75.00
Ceredigion,Robin ,1.99,7,96.97
Ceredigion,Magpie ,1.59,8,66.72
Ceredigion,Goldfinch ,1.44,9,29.35
Ceredigion,Jackdaw ,1.39,10,32.93
Ceredigion,Dunnock ,1.35,11,60.33
Ceredigion,Carrion_crow ,1.29,12,38.22
Ceredigion,Collared_dove ,1.05,13,39.18
Ceredigion,Coal_tit ,0.87,14,42.73
Ceredigion,Long_tailed_tit ,0.85,15,20.00
Ceredigion,Woodpigeon ,0.63,16,25.87
Ceredigion,Great_spotted_woodpecker ,0.61,17,43.93
Ceredigion,Rook ,0.53,18,12.83
Ceredigion,Nuthatch ,0.52,19,36.07
Ceredigion,Greenfinch ,0.50,20,20.24
Ceredigion,Jay ,0.50,21,28.38
Ceredigion,Red_Kite ,0.50,22,24.75
Ceredigion,Wren ,0.47,23,36.78
Ceredigion,Herring_gull ,0.28,24,7.21
Ceredigion,Siskin ,0.27,25,8.22
Ceredigion,Bullfinch ,0.26,26,17.11
Ceredigion,Pied_wagtail ,0.22,27,15.08
Ceredigion,Feral_pigeon ,0.22,28,6.73
Ceredigion,Pheasant ,0.22,29,8.85
Ceredigion,Song_thrush ,0.21,30,17.07
Ceredigion,Lapwing,0.18,31,0.33
Ceredigion,Buzzard ,0.17,32,11.84
Ceredigion,Tree_sparrow ,0.13,33,2.30
Ceredigion,Common_gull ,0.11,34,3.28
Ceredigion,Sparrowhawk ,0.06,35,5.90
Ceredigion,Redpoll ,0.06,36,2.30
Ceredigion,Lesser_spotted_woodpecker ,0.05,37,4.59
Ceredigion,Yellowhammer ,0.05,38,2.30
Ceredigion,Goldcrest ,0.05,39,3.63
Ceredigion,Raven ,0.05,40,2.96
Ceredigion,Treecreeper ,0.04,41,3.29
Ceredigion,Mallard ,0.04,42,1.31
Ceredigion,Mistle_thrush ,0.04,43,2.62
Ceredigion,Moorhen ,0.04,44,1.31
Ceredigion,Fieldfare ,0.03,45,0.66
